id,symbol,seqnames,strand,TSS,CAGE_representative_TSS,type
ENSG00000167414,GNG8,chr19,-,46634685,46634923,protein_coding
ENSG00000167419,LPO,chr17,+,58218548,58238701,protein_coding
ENSG00000167434,CA4,chr17,+,60149936,60149973,protein_coding
ENSG00000167447,SMG8,chr17,+,59209400,59210035,protein_coding
ENSG00000167460,TPM4,chr19,+,16067021,16076503,protein_coding
ENSG00000167461,RAB8A,chr19,+,16111629,16111889,protein_coding
ENSG00000167468,GPX4,chr19,+,1103926,1104063,protein_coding
ENSG00000167470,MIDN,chr19,+,1248553,1249888,protein_coding
ENSG00000167476,JSRP1,chr19,-,2269759,2256417,protein_coding
ENSG00000167483,FAM129C,chr19,+,17523301,17527267,protein_coding
ENSG00000167487,KLHL26,chr19,+,18636965,18637028,protein_coding
ENSG00000167491,GATAD2A,chr19,+,19385826,19405787,protein_coding
ENSG00000167508,MVD,chr16,-,88663161,88663091,protein_coding
ENSG00000167513,CDT1,chr16,+,88803213,88804774,protein_coding
ENSG00000167515,TRAPPC2L,chr16,+,88856220,88857129,protein_coding
ENSG00000167522,ANKRD11,chr16,-,89490561,89490561,protein_coding
ENSG00000167523,SPATA33,chr16,+,89657802,89658068,protein_coding
ENSG00000167524,SGK494,chr17,-,28614200,28614200,protein_coding
ENSG00000167525,PROCA1,chr17,-,28711854,28711299,protein_coding
ENSG00000167526,RPL13,chr16,+,89560657,89560682,protein_coding
ENSG00000167528,ZNF641,chr12,-,48351414,48350865,protein_coding
ENSG00000167531,LALBA,chr12,-,48570066,48570066,protein_coding
ENSG00000167535,CACNB3,chr12,+,48813794,48818499,protein_coding
ENSG00000167536,DHRS13,chr17,-,28903071,28902953,protein_coding
ENSG00000167543,TP53I13,chr17,+,29566052,29568713,protein_coding
ENSG00000167548,KMT2D,chr12,-,49059774,49060261,protein_coding
ENSG00000167549,CORO6,chr17,-,29622907,29622912,protein_coding
ENSG00000167550,RHEBL1,chr12,-,49070025,49069913,protein_coding
ENSG00000167552,TUBA1A,chr12,-,49189324,49189080,protein_coding
ENSG00000167553,TUBA1C,chr12,+,49188736,49265082,protein_coding
ENSG00000167554,ZNF610,chr19,+,52336245,52336304,protein_coding
ENSG00000167555,ZNF528,chr19,+,52397849,52397849,protein_coding
ENSG00000167562,ZNF701,chr19,+,52555822,52570287,protein_coding
ENSG00000167565,SERTAD3,chr19,-,40444705,40444335,protein_coding
ENSG00000167566,NCKAP5L,chr12,-,49828750,49828413,protein_coding
ENSG00000167578,RAB4B,chr19,+,40778216,40778247,protein_coding
ENSG00000167580,AQP2,chr12,+,49950741,49950737,protein_coding
ENSG00000167588,GPD1,chr12,+,50103819,50104008,protein_coding
ENSG00000167595,PROSER3,chr19,+,35758143,35758177,protein_coding
ENSG00000167600,CYP2S1,chr19,+,41193049,41193239,protein_coding
ENSG00000167601,AXL,chr19,+,41219203,41219225,protein_coding
ENSG00000167604,NFKBID,chr19,-,35902303,35900540,protein_coding
ENSG00000167608,TMC4,chr19,-,54173250,54173160,protein_coding
ENSG00000167612,ANKRD33,chr12,+,51887960,51888104,protein_coding
ENSG00000167613,LAIR1,chr19,-,54370558,54364931,protein_coding
ENSG00000167614,TTYH1,chr19,+,54415219,54415468,protein_coding
ENSG00000167615,LENG8,chr19,+,54448887,54449200,protein_coding
ENSG00000167617,CDC42EP5,chr19,-,54473264,54473265,protein_coding
ENSG00000167618,LAIR2,chr19,+,54497879,54502884,protein_coding
ENSG00000167619,TMEM145,chr19,+,42313325,42313311,protein_coding
ENSG00000167625,ZNF526,chr19,+,42220271,42220325,protein_coding
ENSG00000167632,TRAPPC9,chr8,-,140458579,140457744,protein_coding
ENSG00000167633,KIR3DL1,chr19,+,54816468,54816468,protein_coding
ENSG00000167634,NLRP7,chr19,-,54966312,54947509,protein_coding
ENSG00000167635,ZNF146,chr19,+,36214602,36215133,protein_coding
ENSG00000167637,ZNF283,chr19,+,43827292,43827374,protein_coding
ENSG00000167641,PPP1R14A,chr19,-,38256591,38256374,protein_coding
ENSG00000167642,SPINT2,chr19,+,38244035,38264573,protein_coding
ENSG00000167644,C19orf33,chr19,+,38304161,38304251,protein_coding
ENSG00000167645,YIF1B,chr19,-,38317273,38315935,protein_coding
ENSG00000167646,DNAAF3,chr19,-,55166722,55166613,protein_coding
ENSG00000167653,PSCA,chr8,+,142670308,142680497,protein_coding
ENSG00000167654,ATCAY,chr19,+,3879864,3880685,protein_coding
ENSG00000167656,LY6D,chr8,-,142786592,142786539,protein_coding
ENSG00000167657,DAPK3,chr19,-,3971123,3971079,protein_coding
ENSG00000167658,EEF2,chr19,-,3985469,3985463,protein_coding
ENSG00000167664,TMIGD2,chr19,-,4302431,4302389,protein_coding
ENSG00000167670,CHAF1A,chr19,+,4402662,4402641,protein_coding
ENSG00000167671,UBXN6,chr19,-,4457822,4457794,protein_coding
ENSG00000167674,CTB-50L17.10,chr19,+,4472287,4472297,protein_coding
ENSG00000167676,PLIN4,chr19,-,4518465,4518486,protein_coding
ENSG00000167680,SEMA6B,chr19,-,4559808,4559718,protein_coding
ENSG00000167685,ZNF444,chr19,+,56132599,56141296,protein_coding
ENSG00000167693,NXN,chr17,-,979770,979745,protein_coding
ENSG00000167695,FAM57A,chr17,+,732412,732596,protein_coding
ENSG00000167699,GLOD4,chr17,-,783390,782280,protein_coding
ENSG00000167700,MFSD3,chr8,+,144509074,144509070,protein_coding
ENSG00000167701,GPT,chr8,+,144502973,144504141,protein_coding
ENSG00000167702,KIFC2,chr8,+,144466043,144466049,protein_coding
ENSG00000167703,SLC43A2,chr17,-,1628886,1628820,protein_coding
ENSG00000167705,RILP,chr17,-,1650077,1648924,protein_coding
ENSG00000167711,SERPINF2,chr17,+,1742836,1742871,protein_coding
ENSG00000167716,WDR81,chr17,+,1716523,1724716,protein_coding
ENSG00000167720,SRR,chr17,+,2303383,2303956,protein_coding
ENSG00000167721,TSR1,chr17,-,2337507,2336454,protein_coding
ENSG00000167723,TRPV3,chr17,-,3557995,3557807,protein_coding
ENSG00000167733,HSD11B1L,chr19,+,5680604,5681052,protein_coding
ENSG00000167740,CYB5D2,chr17,+,4143168,4143702,protein_coding
ENSG00000167741,GGT6,chr17,-,4560818,4560575,protein_coding
ENSG00000167747,C19orf48,chr19,-,50804929,50804594,protein_coding
ENSG00000167748,KLK1,chr19,-,50823787,50823787,protein_coding
ENSG00000167749,KLK4,chr19,-,50910738,50909380,protein_coding
ENSG00000167751,KLK2,chr19,+,50861568,50873439,protein_coding
ENSG00000167754,KLK5,chr19,-,50953093,50953038,protein_coding
ENSG00000167755,KLK6,chr19,-,50969673,50969583,protein_coding
ENSG00000167757,KLK11,chr19,-,51028039,51026616,protein_coding
ENSG00000167759,KLK13,chr19,-,51065114,51065086,protein_coding
ENSG00000167765,AC018755.1,chr19,-,51594377,51594377,protein_coding
ENSG00000167766,ZNF83,chr19,-,52690496,52690496,protein_coding
ENSG00000167767,KRT80,chr12,-,52192000,52192014,protein_coding
ENSG00000167768,KRT1,chr12,-,52680407,52677517,protein_coding
ENSG00000167769,ACER1,chr19,-,6333629,6333593,protein_coding
ENSG00000167770,OTUB1,chr11,+,63985853,63986446,protein_coding
ENSG00000167771,RCOR2,chr11,-,63916844,63917164,protein_coding
ENSG00000167772,ANGPTL4,chr19,+,8363289,8364156,protein_coding
ENSG00000167775,CD320,chr19,-,8308356,8308310,protein_coding
ENSG00000167778,SPRYD3,chr12,-,53079420,53079382,protein_coding
ENSG00000167779,IGFBP6,chr12,+,53097436,53097667,protein_coding
ENSG00000167780,SOAT2,chr12,+,53103518,53103516,protein_coding
ENSG00000167785,ZNF558,chr19,-,8832328,8832304,protein_coding
ENSG00000167791,CABP2,chr11,-,67523428,67523446,protein_coding
ENSG00000167792,NDUFV1,chr11,+,67606852,67606958,protein_coding
ENSG00000167797,CDK2AP2,chr11,-,67508649,67508162,protein_coding
ENSG00000167799,NUDT8,chr11,-,67629930,67629937,protein_coding
ENSG00000167800,TBX10,chr11,-,67639560,67639762,protein_coding
ENSG00000167815,PRDX2,chr19,-,12801859,12801800,protein_coding
ENSG00000167822,OR8J3,chr11,-,56137718,56137718,protein_coding
ENSG00000167825,OR5I1,chr11,-,55936400,55936400,protein_coding
ENSG00000167840,ZNF232,chr17,-,5123116,5111876,protein_coding
ENSG00000167842,MIS12,chr17,+,5486285,5486569,protein_coding
ENSG00000167850,CD300C,chr17,-,74546143,74546113,protein_coding
ENSG00000167851,CD300A,chr17,+,74466416,74466634,protein_coding
ENSG00000167858,TEKT1,chr17,-,6831761,6831729,protein_coding
ENSG00000167861,HID1,chr17,-,74973166,74972731,protein_coding
ENSG00000167862,ICT1,chr17,+,75012670,75012677,protein_coding
ENSG00000167863,ATP5H,chr17,-,75046985,75046964,protein_coding
ENSG00000167874,TMEM88,chr17,+,7855065,7855066,protein_coding
ENSG00000167880,EVPL,chr17,-,76027452,76027306,protein_coding
ENSG00000167881,SRP68,chr17,-,76072653,76072507,protein_coding
ENSG00000167889,MGAT5B,chr17,+,76868456,76868478,protein_coding
ENSG00000167895,TMC8,chr17,+,78130770,78130776,protein_coding
ENSG00000167900,TK1,chr17,-,78187233,78187051,protein_coding
ENSG00000167904,TMEM68,chr8,-,55773407,55773378,protein_coding
ENSG00000167910,CYP7A1,chr8,-,58500236,58500163,protein_coding
ENSG00000167914,GSDMA,chr17,+,39962973,39963004,protein_coding
ENSG00000167916,KRT24,chr17,-,40703750,40703752,protein_coding
ENSG00000167920,TMEM99,chr17,+,40819106,40819145,protein_coding
ENSG00000167925,GHDC,chr17,-,42194532,42194478,protein_coding
ENSG00000167930,FAM234A,chr16,+,234546,234830,protein_coding
ENSG00000167941,SOST,chr17,-,43758788,43758788,protein_coding
ENSG00000167945,PRR25,chr16,+,805443,805443,protein_coding
ENSG00000167962,ZNF598,chr16,-,2009823,2009821,protein_coding
ENSG00000167964,RAB26,chr16,+,2140803,2148638,protein_coding
ENSG00000167965,MLST8,chr16,+,2204248,2205477,protein_coding
ENSG00000167967,E4F1,chr16,+,2223566,2223591,protein_coding
ENSG00000167968,DNASE1L2,chr16,+,2235816,2236447,protein_coding
ENSG00000167969,ECI1,chr16,-,2252300,2251587,protein_coding
ENSG00000167971,CASKIN1,chr16,-,2196525,2196592,protein_coding
ENSG00000167972,ABCA3,chr16,-,2340746,2340728,protein_coding
ENSG00000167977,KCTD5,chr16,+,2682475,2682524,protein_coding
ENSG00000167978,SRRM2,chr16,+,2752329,2752678,protein_coding
ENSG00000167981,ZNF597,chr16,-,3443542,3443504,protein_coding
ENSG00000167984,NLRC3,chr16,-,3577400,3577389,protein_coding
ENSG00000167985,SDHAF2,chr11,+,61430042,61430042,protein_coding
ENSG00000167986,DDB1,chr11,-,61342596,61333098,protein_coding
ENSG00000167987,VPS37C,chr11,-,61161617,61161671,protein_coding
ENSG00000167992,VWCE,chr11,-,61295424,61295314,protein_coding
ENSG00000167994,RAB3IL1,chr11,-,61920269,61917566,protein_coding
ENSG00000167995,BEST1,chr11,+,61949821,61950353,protein_coding
ENSG00000167996,FTH1,chr11,-,61967660,61967634,protein_coding
ENSG00000168000,BSCL2,chr11,-,62709845,62706286,protein_coding
ENSG00000168002,POLR2G,chr11,+,62761544,62761580,protein_coding
ENSG00000168003,SLC3A2,chr11,+,62856102,62880896,protein_coding
ENSG00000168004,HRASLS5,chr11,-,63491194,63490965,protein_coding
ENSG00000168005,C11orf84,chr11,+,63813388,63813456,protein_coding
ENSG00000168010,ATG16L2,chr11,+,72814308,72814432,protein_coding
ENSG00000168014,C2CD3,chr11,-,74171210,74171000,protein_coding
ENSG00000168016,TRANK1,chr3,-,36945057,36908518,protein_coding
ENSG00000168026,TTC21A,chr3,+,39107704,39107680,protein_coding
ENSG00000168028,RPSA,chr3,+,39406689,39406720,protein_coding
ENSG00000168032,ENTPD3,chr3,+,40387156,40387198,protein_coding
ENSG00000168036,CTNNB1,chr3,+,41194837,41199505,protein_coding
ENSG00000168038,ULK4,chr3,-,41962430,41962085,protein_coding
ENSG00000168040,FADD,chr11,+,70203163,70203296,protein_coding
ENSG00000168056,LTBP3,chr11,-,65558930,65558230,protein_coding
ENSG00000168060,NAALADL1,chr11,-,65058549,65047886,protein_coding
ENSG00000168061,SAC3D1,chr11,+,65040901,65041232,protein_coding
ENSG00000168062,BATF2,chr11,-,64997045,64996971,protein_coding
ENSG00000168065,SLC22A11,chr11,+,64555626,64555943,protein_coding
ENSG00000168066,SF1,chr11,-,64778786,64778531,protein_coding
ENSG00000168067,MAP4K2,chr11,-,64803241,64803191,protein_coding
ENSG00000168070,C11orf85,chr11,-,64972085,64972076,protein_coding
ENSG00000168071,CCDC88B,chr11,+,64340223,64340216,protein_coding
ENSG00000168077,SCARA3,chr8,+,27633868,27633902,protein_coding
ENSG00000168078,PBK,chr8,-,27838095,27837817,protein_coding
ENSG00000168079,SCARA5,chr8,-,27992727,27992671,protein_coding
ENSG00000168081,PNOC,chr8,+,28316986,28317269,protein_coding
ENSG00000168090,COPS6,chr7,+,100088954,100088969,protein_coding
ENSG00000168092,PAFAH1B2,chr11,+,117144267,117144291,protein_coding
ENSG00000168096,ANKS3,chr16,-,4734378,4734271,protein_coding
ENSG00000168101,NUDT16L1,chr16,+,4693694,4693718,protein_coding
ENSG00000168116,KIAA1586,chr6,+,57046532,57046693,protein_coding
ENSG00000168118,RAB4A,chr1,+,229271062,229271111,protein_coding
ENSG00000168124,OR1F1,chr16,+,3204247,3204247,protein_coding
ENSG00000168131,OR2B2,chr6,-,27912396,27912396,protein_coding
ENSG00000168135,KCNJ4,chr22,-,38455199,38455199,protein_coding
ENSG00000168137,SETD5,chr3,+,9397615,9397615,protein_coding
ENSG00000168140,VASN,chr16,+,4371848,4371848,protein_coding
ENSG00000168143,FAM83B,chr6,+,54846771,54846771,protein_coding
ENSG00000168148,HIST3H3,chr1,-,228425325,228425358,protein_coding
ENSG00000168152,THAP9,chr4,+,82900684,82900735,protein_coding
ENSG00000168158,OR2C1,chr16,+,3355889,3355889,protein_coding
ENSG00000168159,RNF187,chr1,+,228487061,228487394,protein_coding
ENSG00000168172,HOOK3,chr8,+,42896932,42896978,protein_coding
ENSG00000168175,MAPK1IP1L,chr14,+,55051631,55051665,protein_coding
ENSG00000168209,DDIT4,chr10,+,72273920,72273924,protein_coding
ENSG00000168214,RBPJ,chr4,+,26163455,26321014,protein_coding
ENSG00000168216,LMBRD1,chr6,-,69797111,69796906,protein_coding
ENSG00000168228,ZCCHC4,chr4,+,25312785,25312774,protein_coding
ENSG00000168229,PTGDR,chr14,+,52267713,52267698,protein_coding
ENSG00000168234,TTC39C,chr18,+,23992773,24014755,protein_coding
ENSG00000168237,GLYCTK,chr3,+,52287089,52287837,protein_coding
ENSG00000168243,GNG4,chr1,-,235650754,235649773,protein_coding
ENSG00000168246,UBTD2,chr5,-,172284071,172283760,protein_coding
ENSG00000168255,POLR2J3,chr7,-,102572656,102572656,protein_coding
ENSG00000168256,NKIRAS2,chr17,+,42011382,42020095,protein_coding
ENSG00000168259,DNAJC7,chr17,-,42021376,42017435,protein_coding
ENSG00000168263,KCNV2,chr9,+,2717502,2717510,protein_coding
ENSG00000168264,IRF2BP2,chr1,-,234609525,234609906,protein_coding
ENSG00000168267,PTF1A,chr10,+,23192327,23192315,protein_coding
ENSG00000168268,NT5DC2,chr3,-,52535054,52533812,protein_coding
ENSG00000168269,FOXI1,chr5,+,170105897,170105897,protein_coding
ENSG00000168273,SMIM4,chr3,+,52534013,52536605,protein_coding
ENSG00000168275,COA6,chr1,+,234373456,234373516,protein_coding
ENSG00000168280,KIF5C,chr2,+,148875250,148875227,protein_coding
ENSG00000168282,MGAT2,chr14,+,49620795,49620817,protein_coding
ENSG00000168283,BMI1,chr10,+,22321211,22321099,protein_coding
ENSG00000168288,MMADHC,chr2,-,149587816,149587775,protein_coding
ENSG00000168291,PDHB,chr3,-,58433857,58433829,protein_coding
ENSG00000168297,PXK,chr3,+,58332880,58332937,protein_coding
ENSG00000168298,HIST1H1E,chr6,+,26156354,26156330,protein_coding
ENSG00000168300,PCMTD1,chr8,-,51899186,51899036,protein_coding
ENSG00000168301,KCTD6,chr3,+,58492114,58492096,protein_coding
ENSG00000168303,MPLKIP,chr7,-,40134659,40134622,protein_coding
ENSG00000168306,ACOX2,chr3,-,58537319,58537190,protein_coding
ENSG00000168309,FAM107A,chr3,-,58627610,58577388,protein_coding
ENSG00000168310,IRF2,chr4,-,184474580,184474550,protein_coding
ENSG00000168314,MOBP,chr3,+,39467198,39467680,protein_coding
ENSG00000168329,CX3CR1,chr3,-,39281735,39280035,protein_coding
ENSG00000168333,C8orf22,chr8,+,49054311,49072344,protein_coding
ENSG00000168334,XIRP1,chr3,-,39192596,39192593,protein_coding
ENSG00000168348,INSM2,chr14,+,35534042,35534164,protein_coding
ENSG00000168350,DEGS2,chr14,-,100160163,100159645,protein_coding
ENSG00000168356,SCN11A,chr3,-,38950561,38950561,protein_coding
ENSG00000168367,LINC00917,chr16,-,86349683,86349615,lincRNA
ENSG00000168374,ARF4,chr3,-,57598220,57597344,protein_coding
ENSG00000168385,2-Sep,chr2,+,241315100,241315946,protein_coding
ENSG00000168386,FILIP1L,chr3,-,100114513,99876173,protein_coding
ENSG00000168389,MFSD2A,chr1,+,39955112,39955148,protein_coding
ENSG00000168393,DTYMK,chr2,-,241686991,241686804,protein_coding
ENSG00000168394,TAP1,chr6,-,32853978,32853699,protein_coding
ENSG00000168395,ING5,chr2,+,241702035,241702040,protein_coding
ENSG00000168397,ATG4B,chr2,+,241637213,241637693,protein_coding
ENSG00000168404,MLKL,chr16,-,74700960,74700862,protein_coding
ENSG00000168411,RFWD3,chr16,-,74666881,74666859,protein_coding
ENSG00000168412,MTNR1A,chr4,-,186555567,186555567,protein_coding
ENSG00000168418,KCNG4,chr16,-,84239750,84240011,protein_coding
ENSG00000168421,RHOH,chr4,+,40191053,40197031,protein_coding
ENSG00000168427,KLHL30,chr2,+,238138722,238138680,protein_coding
ENSG00000168434,COG7,chr16,-,23453180,23453172,protein_coding
ENSG00000168438,CDC40,chr6,+,110180141,110180427,protein_coding
ENSG00000168439,STIP1,chr11,+,64185272,64186179,protein_coding
ENSG00000168447,SCNN1B,chr16,+,23278231,23302333,protein_coding
ENSG00000168453,HR,chr8,-,22133384,22131010,protein_coding
ENSG00000168454,TXNDC2,chr18,+,9885726,9885973,protein_coding
ENSG00000168461,RAB31,chr18,+,9708165,9708303,protein_coding
ENSG00000168476,REEP4,chr8,-,22141951,22141907,protein_coding
ENSG00000168477,TNXB,chr6,-,32115334,32109332,protein_coding
ENSG00000168481,LGI3,chr8,-,22157084,22156806,protein_coding
ENSG00000168484,SFTPC,chr8,+,22156913,22161798,protein_coding
ENSG00000168487,BMP1,chr8,+,22164736,22165372,protein_coding
ENSG00000168488,ATXN2L,chr16,+,28823035,28823070,protein_coding
ENSG00000168490,PHYHIP,chr8,-,22232341,22232059,protein_coding
ENSG00000168491,CCDC110,chr4,-,185471759,185471103,protein_coding
ENSG00000168495,POLR3D,chr8,+,22245104,22245432,protein_coding
ENSG00000168496,FEN1,chr11,+,61792637,61792911,protein_coding
ENSG00000168497,SDPR,chr2,-,191847255,191847084,protein_coding
ENSG00000168502,MTCL1,chr18,+,8705661,8705351,protein_coding
ENSG00000168505,GBX2,chr2,-,236168369,236168386,protein_coding
ENSG00000168509,HFE2,chr1,+,146021916,146021733,protein_coding
ENSG00000168515,SCGB1D1,chr11,+,62190216,62190216,protein_coding
ENSG00000168517,HEXIM2,chr17,+,45160700,45161877,protein_coding
ENSG00000168522,FNTA,chr8,+,43034194,43056323,protein_coding
ENSG00000168528,SERINC2,chr1,+,31409565,31413213,protein_coding
ENSG00000168530,MYL1,chr2,-,210315190,210303615,protein_coding
ENSG00000168538,TRAPPC11,chr4,+,183659267,183659297,protein_coding
ENSG00000168539,CHRM1,chr11,-,62921807,62921354,protein_coding
ENSG00000168542,COL3A1,chr2,+,188974320,188974373,protein_coding
ENSG00000168546,GFRA2,chr8,-,21812357,21788831,protein_coding
ENSG00000168556,ING2,chr4,+,183504994,183505062,protein_coding
ENSG00000168564,CDKN2AIP,chr4,+,183444591,183444636,protein_coding
ENSG00000168566,SNRNP48,chr6,+,7590199,7590235,protein_coding
ENSG00000168569,TMEM223,chr11,-,62792021,62792006,protein_coding
ENSG00000168575,SLC20A2,chr8,-,42541926,42541711,protein_coding
ENSG00000168582,CRYGA,chr2,-,208163576,208163589,protein_coding
ENSG00000168589,DYNLRB2,chr16,+,80540734,80541019,protein_coding
ENSG00000168591,TMUB2,chr17,+,44186970,44187250,protein_coding
ENSG00000168594,ADAM29,chr4,+,174829668,174918406,protein_coding
ENSG00000168610,STAT3,chr17,-,42388568,42388442,protein_coding
ENSG00000168612,ZSWIM1,chr20,+,45881227,45881227,protein_coding
ENSG00000168614,NBPF9,chr1,+,149075866,149075866,protein_coding
ENSG00000168615,ADAM9,chr8,+,38996869,38996973,protein_coding
ENSG00000168619,ADAM18,chr8,+,39584489,39584588,protein_coding
ENSG00000168621,GDNF,chr5,-,37839686,37839908,protein_coding
ENSG00000168631,DPCR1,chr6,+,30940972,30940979,protein_coding
ENSG00000168634,WFDC13,chr20,+,45702016,45702038,protein_coding
ENSG00000168646,AXIN2,chr17,-,65561647,65561162,protein_coding
ENSG00000168653,NDUFS5,chr1,+,39026318,39026350,protein_coding
ENSG00000168658,VWA3B,chr2,+,98087116,98087190,protein_coding
ENSG00000168661,ZNF30,chr19,+,34926903,34926906,protein_coding
ENSG00000168671,UGT3A2,chr5,-,36071358,36066882,protein_coding
ENSG00000168672,FAM84B,chr8,-,126558393,126558391,protein_coding
ENSG00000168675,LDLRAD4,chr18,+,13217498,13612623,protein_coding
ENSG00000168676,KCTD19,chr16,-,67326763,67326741,protein_coding
ENSG00000168679,SLC16A4,chr1,-,110391082,110391026,protein_coding
ENSG00000168685,IL7R,chr5,+,35852695,35856891,protein_coding
ENSG00000168701,TMEM208,chr16,+,67227103,67227140,protein_coding
ENSG00000168702,LRP1B,chr2,-,142131701,142130964,protein_coding
ENSG00000168703,WFDC12,chr20,-,45124465,45124465,protein_coding
ENSG00000168710,AHCYL1,chr1,+,109984686,109984765,protein_coding
ENSG00000168724,DNAJC21,chr5,+,34929593,34929590,protein_coding
ENSG00000168734,PKIG,chr20,+,44531785,44531875,protein_coding
ENSG00000168743,NPNT,chr4,+,105894775,105895478,protein_coding
ENSG00000168746,LINC01620,chr20,-,44465344,44465344,protein_coding
ENSG00000168748,CA7,chr16,+,66844379,66844417,protein_coding
ENSG00000168754,FAM178B,chr2,-,96986592,96895168,protein_coding
ENSG00000168757,TSPY2,chrY,+,6246223,6246223,protein_coding
ENSG00000168758,SEMA4C,chr2,-,96870757,96870080,protein_coding
ENSG00000168763,CNNM3,chr2,+,96816245,96816270,protein_coding
ENSG00000168765,GSTM4,chr1,+,109656081,109656104,protein_coding
ENSG00000168769,TET2,chr4,+,105145875,105146886,protein_coding
ENSG00000168772,CXXC4,chr4,-,104494901,104494894,protein_coding
ENSG00000168778,TCTN2,chr12,+,123671113,123671129,protein_coding
ENSG00000168779,SHOX2,chr3,-,158106503,158105739,protein_coding
ENSG00000168781,PPIP5K1,chr15,-,43590253,43590253,protein_coding
ENSG00000168785,TSPAN5,chr4,-,98658629,98658611,protein_coding
ENSG00000168792,ABHD15,chr17,-,29567137,29567012,protein_coding
ENSG00000168795,ZBTB5,chr9,-,37465399,37465410,protein_coding
ENSG00000168802,CHTF8,chr16,-,69132584,69132570,protein_coding
ENSG00000168803,ADAL,chr15,+,43330674,43330672,protein_coding
ENSG00000168806,LCMT2,chr15,-,43330605,43330573,protein_coding
ENSG00000168807,SNTB2,chr16,+,69187129,69187164,protein_coding
ENSG00000168811,IL12A,chr3,+,159988750,159988840,protein_coding
ENSG00000168813,ZNF507,chr19,+,32345594,32345619,protein_coding
ENSG00000168818,STX18,chr4,-,4542346,4542013,protein_coding
ENSG00000168824,NSG1,chr4,+,4348140,4387105,protein_coding
ENSG00000168826,ZBTB49,chr4,+,4290251,4290251,protein_coding
ENSG00000168827,GFM1,chr3,+,158644278,158644527,protein_coding
ENSG00000168828,OR13J1,chr9,-,35870601,35870601,protein_coding
ENSG00000168830,HTR1E,chr6,+,86937306,86937528,protein_coding
ENSG00000168843,FSTL5,chr4,-,162164035,162164000,protein_coding
ENSG00000168872,DDX19A,chr16,+,70346829,70346905,protein_coding
ENSG00000168874,ATOH8,chr2,+,85751344,85754117,protein_coding
ENSG00000168875,SOX14,chr3,+,137764284,137764315,protein_coding
ENSG00000168876,ANKRD49,chr11,+,94493629,94494003,protein_coding
ENSG00000168878,SFTPB,chr2,-,85668741,85668199,protein_coding
ENSG00000168883,USP39,chr2,+,85602856,85616186,protein_coding
ENSG00000168884,TNIP2,chr4,-,2756376,2756336,protein_coding
ENSG00000168887,C2orf68,chr2,-,85612066,85612032,protein_coding
ENSG00000168890,TMEM150A,chr2,-,85603196,85602665,protein_coding
ENSG00000168894,RNF181,chr2,+,85595725,85595748,protein_coding
ENSG00000168899,VAMP5,chr2,+,85584408,85584451,protein_coding
ENSG00000168903,BTNL3,chr5,+,180988845,180988896,protein_coding
ENSG00000168904,LRRC28,chr15,+,99251362,99251488,protein_coding
ENSG00000168906,MAT2A,chr2,+,85539165,85539168,protein_coding
ENSG00000168907,PLA2G4F,chr15,-,42156636,42156608,protein_coding
ENSG00000168913,ENHO,chr9,-,34523041,34522976,protein_coding
ENSG00000168916,ZNF608,chr5,-,124748807,124746639,protein_coding
ENSG00000168917,SLC35G2,chr3,+,136818647,136819138,protein_coding
ENSG00000168918,INPP5D,chr2,+,233059967,233060342,protein_coding
ENSG00000168924,LETM1,chr4,-,1856247,1856135,protein_coding
ENSG00000168925,CTRB1,chr16,+,75219000,75218988,protein_coding
ENSG00000168928,CTRB2,chr16,-,75207185,75207159,protein_coding
ENSG00000168930,TRIM49,chr11,-,89808575,89808575,protein_coding
ENSG00000168936,TMEM129,chr4,-,1721358,1721253,protein_coding
ENSG00000168938,PPIC,chr5,-,123036741,123036688,protein_coding
ENSG00000168939,SPRY3,chrX,+,155767812,155767812,protein_coding
ENSG00000168944,CEP120,chr5,-,123423592,123423403,protein_coding
ENSG00000168952,STXBP6,chr14,-,25050297,25050147,protein_coding
ENSG00000168955,TM4SF20,chr2,-,227381995,227379306,protein_coding
ENSG00000168958,MFF,chr2,+,227325151,227325268,protein_coding
ENSG00000168959,GRM5,chr11,-,89065945,89063639,protein_coding
ENSG00000168961,LGALS9,chr17,+,27629798,27631188,protein_coding
ENSG00000168993,CPLX1,chr4,-,826198,826129,protein_coding
ENSG00000168994,PXDC1,chr6,-,3752026,3751713,protein_coding
ENSG00000168995,SIGLEC7,chr19,+,51142299,51142522,protein_coding
ENSG00000169006,NTSR2,chr2,-,11670164,11670195,protein_coding
ENSG00000169016,E2F6,chr2,-,11466177,11466161,protein_coding
ENSG00000169018,FEM1B,chr15,+,68277803,68277775,protein_coding
ENSG00000169019,COMMD8,chr4,-,47463719,47463665,protein_coding
ENSG00000169020,ATP5I,chr4,-,674338,674268,protein_coding
ENSG00000169021,UQCRFS1,chr19,-,29213541,29213151,protein_coding
ENSG00000169026,MFSD7,chr4,-,689441,689177,protein_coding
ENSG00000169031,COL4A3,chr2,+,227164565,227164624,protein_coding
ENSG00000169032,MAP2K1,chr15,+,66386817,66386912,protein_coding
ENSG00000169035,KLK7,chr19,-,50984099,50983915,protein_coding
ENSG00000169045,HNRNPH1,chr5,-,179634784,179623670,protein_coding
ENSG00000169047,IRS1,chr2,-,226799759,226799813,protein_coding
ENSG00000169057,MECP2,chrX,-,154137103,154097698,protein_coding
ENSG00000169059,VCX3A,chrX,-,6535118,6535118,protein_coding
